"","Year","Month","YearMon","number_encounters","threemonth_spi","prevyear_spi","average_rainfall","season","Month_categorical","Year_categorical","dyad_id","threeseason","fourseason","dyad_species"
"14",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","Kobe-FThree","Cold Dry","Cold Dry","Dog-Lion"
"15",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","MJ-FThree","Cold Dry","Cold Dry","Dog-Lion"
"16",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","Scorpion-FThree","Cold Dry","Cold Dry","Dog-Lion"
"17",2012,6,"2012-06",1,-0.6,0.16,6.53571428571429,"Dry","Jun","2012","Yolo-FThree","Cold Dry","Cold Dry","Dog-Lion"
"18",2012,7,"2012-07",1,0.7,0.16,0,"Dry","Jul","2012","Kigali-FEight","Cold Dry","Cold Dry","Dog-Lion"
"19",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Accra-Doohan","Hot Dry","Cold Dry","Dog-Lion"
"20",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Accra-FSeven","Hot Dry","Cold Dry","Dog-Lion"
"21",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Accra-FThree","Hot Dry","Cold Dry","Dog-Lion"
"22",2012,8,"2012-08",2,1.17,0.16,0,"Dry","Aug","2012","Accra-Valentina","Hot Dry","Cold Dry","Dog-Lion"
"23",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Kigali-Doohan","Hot Dry","Cold Dry","Dog-Lion"
"24",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Kigali-FSeven","Hot Dry","Cold Dry","Dog-Lion"
"25",2012,8,"2012-08",2,1.17,0.16,0,"Dry","Aug","2012","Kigali-FThree","Hot Dry","Cold Dry","Dog-Lion"
"26",2012,8,"2012-08",3,1.17,0.16,0,"Dry","Aug","2012","Kigali-Valentina","Hot Dry","Cold Dry","Dog-Lion"
"27",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","MJ-Doohan","Hot Dry","Cold Dry","Dog-Lion"
"28",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","MJ-FSeven","Hot Dry","Cold Dry","Dog-Lion"
"29",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","MJ-FThree","Hot Dry","Cold Dry","Dog-Lion"
"30",2012,8,"2012-08",3,1.17,0.16,0,"Dry","Aug","2012","MJ-Valentina","Hot Dry","Cold Dry","Dog-Lion"
"31",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Scorpion-Doohan","Hot Dry","Cold Dry","Dog-Lion"
"32",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Scorpion-FSeven","Hot Dry","Cold Dry","Dog-Lion"
"33",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Scorpion-FThree","Hot Dry","Cold Dry","Dog-Lion"
"34",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Scorpion-Krystal","Hot Dry","Cold Dry","Dog-Lion"
"35",2012,8,"2012-08",2,1.17,0.16,0,"Dry","Aug","2012","Scorpion-Valentina","Hot Dry","Cold Dry","Dog-Lion"
"36",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Timbuktu-Doohan","Hot Dry","Cold Dry","Dog-Lion"
"37",2012,8,"2012-08",1,1.17,0.16,0,"Dry","Aug","2012","Timbuktu-FSeven","Hot Dry","Cold Dry","Dog-Lion"
"38",2012,8,"2012-08",2,1.17,0.16,0,"Dry","Aug","2012","Timbuktu-Valentina","Hot Dry","Cold Dry","Dog-Lion"
"39",2012,9,"2012-09",1,0.91,0.12,0.625,"Dry","Sep","2012","Kigali-FThree","Hot Dry","Hot Dry","Dog-Lion"
"40",2012,9,"2012-09",1,0.91,0.12,0.625,"Dry","Sep","2012","Kigali-Valentina","Hot Dry","Hot Dry","Dog-Lion"
"41",2012,9,"2012-09",1,0.91,0.12,0.625,"Dry","Sep","2012","MJ-FThree","Hot Dry","Hot Dry","Dog-Lion"
"42",2012,9,"2012-09",1,0.91,0.12,0.625,"Dry","Sep","2012","MJ-Valentina","Hot Dry","Hot Dry","Dog-Lion"
